survived,pclass,sex,age,sibsp,parch,fare,embarked_Q,embarked_S,fare_yj,fare_bc
0,2,1,23.0,0,0,13.0,False,True,-0.29623739617250894,-0.3338802823381029
1,3,0,2.0,0,1,12.2875,False,True,-0.35288488998664813,-0.37939609219028153
0,1,1,27.0,0,2,211.5,False,False,2.2332760727556833,2.572499667928052
1,3,0,,1,0,16.1,False,True,-0.08239959100853853,-0.15710190119073292
0,2,1,44.0,1,0,26.0,False,True,0.38804817777044526,0.2635453954678998
1,1,1,49.0,0,0,0.01,False,True,-3.6244124207355193,-3.672942939481026
0,3,1,38.0,0,0,8.6625,False,True,-0.7057591524054424,-0.652010253631771
0,3,1,27.0,0,0,7.225,False,False,-0.8891041926804606,-0.7871687945458433
1,1,1,49.0,1,0,89.1042,False,False,1.5181025206026701,1.518404321436122
0,3,1,19.0,0,0,14.5,False,True,-0.1868160111908567,-0.2444340598488193
0,3,1,18.0,0,0,7.75,False,True,-0.8182759287916075,-0.7354212698040541
1,1,0,64.0,0,2,83.1583,False,False,1.4581431609404951,1.4407734408497437
0,3,1,25.0,0,0,7.65,False,True,-0.83139577501449,-0.7450494018779326
0,2,1,26.0,0,0,13.0,False,True,-0.29623739617250894,-0.3338802823381029
1,2,0,34.0,0,1,23.0,False,True,0.26906407925779785,0.15261025952178953
0,3,1,,0,0,7.8292,True,False,-0.8080029660532314,-0.7278684808464947
0,2,1,32.0,0,0,13.0,False,True,-0.29623739617250894,-0.3338802823381029
1,2,1,8.0,1,1,36.75,False,True,0.7180214155196294,0.5896088837716044
0,3,1,19.0,0,0,10.1708,False,True,-0.543503141064538,-0.5288715461007399
1,1,1,50.0,2,0,133.65,False,True,1.8616503581797996,1.9932575540816777
0,3,1,40.0,1,4,27.9,False,True,0.45602391981412077,0.32843439840672917
0,3,0,25.0,0,0,7.775,False,True,-0.815022052328976,-0.7330303104164417
1,1,0,17.0,1,0,108.9,False,False,1.6899127412594666,1.7492403746711411
0,3,1,,0,0,8.7125,False,False,-0.6999395892920223,-0.6476537295240038
1,1,0,47.0,1,1,52.5542,False,True,1.0491779712997535,0.947750785593716
0,3,0,,8,2,69.55,False,True,1.301056967279966,1.2441352573204045
1,3,1,29.0,3,1,22.025,False,True,0.22678697805306106,0.11397357864905643
1,1,0,18.0,2,2,262.375,False,False,2.4015375633108964,2.8607452778356763
0,1,1,46.0,0,0,79.2,False,False,1.4155488601938528,1.3865056319115117
0,3,1,,0,0,7.75,True,False,-0.8182759287916075,-0.7354212698040541
1,1,0,45.0,0,0,262.375,False,False,2.4015375633108964,2.8607452778356763
1,2,0,33.0,1,2,27.75,False,True,0.4508408693944934,0.32344682024744964
0,3,1,22.0,0,0,9.35,False,True,-0.6285383705469406,-0.5938467375692813
0,2,1,27.0,0,0,13.0,False,True,-0.29623739617250894,-0.3338802823381029
0,3,0,1.0,1,1,12.1833,False,True,-0.36145226592944085,-0.386234570622876
1,3,0,19.0,0,0,7.8792,True,False,-0.8015702192179666,-0.7231328034007365
0,3,1,28.0,0,0,8.05,False,True,-0.7798964388723738,-0.7071411011359738
1,1,1,36.0,0,0,26.3875,False,True,0.40233552402728756,0.2770907007990791
0,3,1,36.0,0,0,0.01,False,True,-3.6244124207355193,-3.672942939481026
1,2,0,31.0,1,1,26.25,False,True,0.3972917374389685,0.27230325936935507
0,3,1,26.0,0,0,7.8875,False,True,-0.8005062883619589,-0.7223490892642571
1,3,0,16.0,0,0,7.65,False,True,-0.83139577501449,-0.7450494018779326
0,3,0,9.0,4,2,31.275,False,True,0.5653136966426574,0.43518100894361894
1,3,0,24.0,0,3,19.2583,False,False,0.09502460558586011,-0.003944640470330796
1,2,0,12.0,0,0,15.75,False,True,-0.10428346728119417,-0.17557101197188293
0,3,1,31.0,0,0,7.7333,True,False,-0.8204552921219597,-0.7370219890879931
0,1,1,46.0,0,0,26.0,False,True,0.38804817777044526,0.2635453954678998
0,3,1,26.0,0,0,7.8958,False,True,-0.7994434635566813,-0.7215660573309575
1,1,0,43.0,0,1,211.3375,False,True,2.2326689859351085,2.5714908783079378
0,3,1,17.0,0,0,8.6625,False,True,-0.7057591524054424,-0.652010253631771
0,3,1,22.0,0,0,7.125,False,True,-0.9031658301431763,-0.7973763894552583
0,3,0,,0,0,8.05,False,True,-0.7798964388723738,-0.7071411011359738
1,3,0,16.0,0,0,7.75,True,False,-0.8182759287916075,-0.7354212698040541
0,3,1,32.5,0,0,9.5,False,True,-0.6124493240355003,-0.5816292345245199
0,1,1,62.0,0,0,26.55,False,True,0.4082601262256728,0.282722041870963
1,1,1,43.0,1,0,27.7208,False,False,0.44982840027189047,0.322473311729319
0,3,1,16.0,0,0,8.05,False,True,-0.7798964388723738,-0.7071411011359738
1,1,0,52.0,1,1,93.5,False,True,1.5596638781187349,1.5730849676668341
0,3,0,3.0,1,1,13.775,False,True,-0.23815678205838775,-0.2866586938595822
0,3,0,2.0,4,2,31.275,False,True,0.5653136966426574,0.43518100894361894
0,1,1,38.0,0,1,153.4625,False,True,1.9754940805838528,2.162902750043389
0,1,1,,0,0,0.01,False,True,-3.6244124207355193,-3.672942939481026
0,2,0,60.0,1,0,26.0,False,True,0.38804817777044526,0.2635453954678998
1,1,0,36.0,0,0,262.375,False,False,2.4015375633108964,2.8607452778356763
0,3,1,40.0,1,6,46.9,False,True,0.9449461256079463,0.8313799843814514
1,3,1,21.0,0,0,7.7958,False,True,-0.8123226859780963,-0.7310458761922362
0,3,0,47.0,1,0,14.5,False,True,-0.1868160111908567,-0.2444340598488193
0,3,0,38.0,4,2,7.775,False,True,-0.815022052328976,-0.7330303104164417
1,3,1,25.0,0,0,7.65,False,True,-0.83139577501449,-0.7450494018779326
0,3,1,28.5,0,0,16.1,False,True,-0.08239959100853853,-0.15710190119073292
0,3,1,17.0,0,0,8.6625,False,True,-0.7057591524054424,-0.652010253631771
1,1,0,45.0,1,0,52.5542,False,True,1.0491779712997535,0.947750785593716
1,3,0,,0,0,7.8292,True,False,-0.8080029660532314,-0.7278684808464947
1,2,0,34.0,0,0,13.0,False,True,-0.29623739617250894,-0.3338802823381029
1,1,1,49.0,1,0,56.9292,False,False,1.1217455579838207,1.0308775584035506
0,3,1,,0,0,7.75,True,False,-0.8182759287916075,-0.7354212698040541
0,3,1,25.0,0,0,7.225,False,False,-0.8891041926804606,-0.7871687945458433
0,3,1,22.5,0,0,7.225,False,False,-0.8891041926804606,-0.7871687945458433
0,2,1,28.0,0,0,10.5,False,True,-0.5113347713172006,-0.5040270078634657
0,1,1,19.0,3,2,263.0,False,True,2.4033728332110105,2.8639871109119355
0,3,0,,0,2,15.2458,False,False,-0.1367206623754189,-0.20278344329098308
1,1,0,22.0,0,1,61.9792,False,False,1.1982761812184421,1.1204958424235767
0,2,1,29.0,1,0,27.7208,False,False,0.44982840027189047,0.322473311729319
0,3,1,,0,0,8.05,False,True,-0.7798964388723738,-0.7071411011359738
1,1,0,31.0,0,2,164.8667,False,True,2.0338726937715523,2.2524783884855464
0,3,1,,0,0,8.05,False,True,-0.7798964388723738,-0.7071411011359738
0,3,1,33.0,0,0,8.6625,False,False,-0.7057591524054424,-0.652010253631771
0,2,1,28.0,0,0,10.5,False,True,-0.5113347713172006,-0.5040270078634657
0,3,1,,1,0,14.4542,False,False,-0.1899794613200189,-0.24704917146684974
1,1,0,33.0,0,0,86.5,False,True,1.4924006814530966,1.4849479037566358
0,3,1,21.0,0,0,16.1,False,True,-0.08239959100853853,-0.15710190119073292
0,2,1,19.0,1,1,36.75,False,True,0.7180214155196294,0.5896088837716044
1,3,1,21.0,0,0,7.775,False,True,-0.815022052328976,-0.7330303104164417
0,3,0,23.0,0,0,7.925,False,True,-0.7957131275340771,-0.7188166970476618
0,2,1,18.0,0,0,73.5,False,True,1.3499126583651573,1.3042740271755469
0,3,1,9.0,4,2,31.3875,False,True,0.568734451308944,0.4385717553745583
1,1,0,54.0,1,0,78.2667,False,False,1.4051643674202008,1.3733839788684044
1,3,1,44.0,0,0,7.925,False,True,-0.7957131275340771,-0.7188166970476618
0,3,1,34.0,0,0,8.05,False,True,-0.7798964388723738,-0.7071411011359738
0,3,1,51.0,0,0,7.0542,False,True,-0.9132385220756152,-0.8046752929243721
0,1,1,33.0,0,0,5.0,False,True,-1.2580122736067982,-1.0487020948187435
0,3,1,16.0,1,1,20.25,False,True,0.14444014012927073,0.03984492665266077
0,2,1,25.0,1,0,26.0,False,True,0.38804817777044526,0.2635453954678998
0,3,1,19.0,0,0,7.8958,False,True,-0.7994434635566813,-0.7215660573309575
1,2,0,24.0,2,1,27.0,False,True,0.42446572657277065,0.2981690041404644
1,1,1,26.0,0,0,30.0,False,False,0.5255908645038838,0.3960295744432243
0,2,1,29.0,0,0,10.5,False,True,-0.5113347713172006,-0.5040270078634657
1,2,1,30.0,0,0,12.7375,False,False,-0.3167260097368849,-0.3504033837960981
1,1,0,39.0,0,0,108.9,False,False,1.6899127412594666,1.7492403746711411
0,2,1,27.0,1,0,26.0,False,True,0.38804817777044526,0.2635453954678998
0,3,1,,0,0,7.8958,False,True,-0.7994434635566813,-0.7215660573309575
0,3,0,17.0,0,0,7.7333,True,False,-0.8204552921219597,-0.7370219890879931
0,3,1,,0,0,7.8958,False,True,-0.7994434635566813,-0.7215660573309575
0,2,1,34.0,1,0,21.0,False,True,0.18013589867980856,0.07179807958817004
0,1,1,65.0,0,0,26.55,False,True,0.4082601262256728,0.282722041870963
1,3,0,26.0,0,0,7.8542,False,True,-0.8047815353602865,-0.7254975234690264
0,2,1,40.0,0,0,16.0,False,True,-0.08860085508528408,-0.16234460931881517
0,2,1,36.5,0,2,26.0,False,True,0.38804817777044526,0.2635453954678998
0,3,0,21.0,0,0,7.75,True,False,-0.8182759287916075,-0.7354212698040541
0,3,1,18.0,0,0,7.75,False,True,-0.8182759287916075,-0.7354212698040541
0,2,1,28.0,0,0,13.0,False,True,-0.29623739617250894,-0.3338802823381029
0,1,1,42.0,0,0,26.55,False,True,0.4082601262256728,0.282722041870963
0,2,1,21.0,0,0,13.0,False,True,-0.29623739617250894,-0.3338802823381029
0,3,0,,1,0,14.4583,False,False,-0.1896958451073901,-0.2468147883447004
1,3,1,22.0,0,0,7.225,False,False,-0.8891041926804606,-0.7871687945458433
1,2,0,27.0,1,0,13.8583,False,False,-0.23211680221563172,-0.28171498739055856
1,3,0,,0,0,7.75,True,False,-0.8182759287916075,-0.7354212698040541
0,3,1,41.0,0,0,7.125,False,True,-0.9031658301431763,-0.7973763894552583
1,2,0,55.0,0,0,16.0,False,True,-0.08860085508528408,-0.16234460931881517
0,1,1,24.0,0,0,79.2,False,False,1.4155488601938528,1.3865056319115117
1,3,0,30.0,0,0,6.95,True,False,-0.9282438092293324,-0.8155285193786961
0,1,1,32.5,0,0,211.5,False,False,2.2332760727556833,2.572499667928052
0,3,1,22.0,0,0,7.7958,False,True,-0.8123226859780963,-0.7310458761922362
0,3,1,9.0,5,2,46.9,False,True,0.9449461256079463,0.8313799843814514
0,3,1,11.0,5,2,46.9,False,True,0.9449461256079463,0.8313799843814514
1,2,0,24.0,0,2,14.5,False,True,-0.1868160111908567,-0.2444340598488193
0,3,1,22.0,0,0,7.5208,False,True,-0.8485989682746721,-0.7576443745374047
0,3,1,18.0,1,0,6.4958,False,True,-0.9963116454077552,-0.8644705271230619
0,3,0,28.0,0,0,7.8958,False,True,-0.7994434635566813,-0.7215660573309575
0,3,1,20.0,0,0,7.05,False,True,-0.9138391503349598,-0.8051101805571677
1,1,0,52.0,1,0,78.2667,False,False,1.4051643674202008,1.3733839788684044
0,1,1,50.0,1,0,106.425,False,False,1.6704042858279504,1.7223819093839479
0,3,0,,3,1,25.4667,False,True,0.3680071944181976,0.2446277156122804
0,3,1,25.0,1,0,17.8,False,True,0.017239291822549227,-0.07185667541100518
1,3,0,17.0,0,1,16.1,False,True,-0.08239959100853853,-0.15710190119073292
0,2,1,30.0,0,0,13.0,False,True,-0.29623739617250894,-0.3338802823381029
0,1,1,,0,0,52.0,False,True,1.0395164204045633,0.9368158907020497
0,1,1,31.0,1,0,52.0,False,True,1.0395164204045633,0.9368158907020497
1,3,0,,0,0,7.75,True,False,-0.8182759287916075,-0.7354212698040541
0,3,1,35.0,0,0,8.05,False,True,-0.7798964388723738,-0.7071411011359738
0,3,0,26.0,0,2,13.775,False,True,-0.23815678205838775,-0.2866586938595822
1,1,0,29.0,0,0,211.3375,False,True,2.2326689859351085,2.5714908783079378
1,2,0,18.0,0,2,13.0,False,True,-0.29623739617250894,-0.3338802823381029
0,3,1,40.0,1,1,15.5,True,False,-0.12022896852925917,-0.18897231431791395
1,2,0,24.0,1,0,27.7208,False,False,0.44982840027189047,0.322473311729319
0,2,1,30.0,1,1,26.0,False,True,0.38804817777044526,0.2635453954678998
1,3,0,,0,0,8.05,False,True,-0.7798964388723738,-0.7071411011359738
0,2,1,28.0,0,0,13.5,False,True,-0.25836932504847704,-0.30315706926740044
1,1,0,,0,0,31.6833,False,True,0.577665983431645,0.44743940948880323
0,2,1,42.0,0,0,13.0,False,True,-0.29623739617250894,-0.3338802823381029
0,3,1,1.0,4,1,39.6875,False,True,0.7900946552430452,0.6647475654998893
0,3,1,,1,0,24.15,True,False,0.3165363814610159,0.196476682215996
0,1,1,,0,0,0.01,False,True,-3.6244124207355193,-3.672942939481026
0,3,1,,0,0,14.4583,False,False,-0.1896958451073901,-0.2468147883447004
0,2,1,25.0,0,0,10.5,False,True,-0.5113347713172006,-0.5040270078634657
1,3,0,27.0,0,0,7.925,False,True,-0.7957131275340771,-0.7188166970476618
1,1,0,23.0,0,1,83.1583,False,False,1.4581431609404951,1.4407734408497437
0,3,0,31.0,0,0,7.8542,False,True,-0.8047815353602865,-0.7254975234690264
0,3,1,32.0,0,0,22.525,False,True,0.248711374831728,0.13396020331521655
0,2,0,26.0,1,1,26.0,False,True,0.38804817777044526,0.2635453954678998
1,1,0,31.0,1,0,113.275,False,False,1.7232291326235691,1.7955057873629885
0,3,1,28.0,0,0,7.7958,False,True,-0.8123226859780963,-0.7310458761922362
0,1,1,71.0,0,0,34.6542,False,False,0.6626704670312615,0.5329001492577454
0,3,0,,0,0,7.55,False,True,-0.844685647355042,-0.7547822602388958
0,1,1,55.0,1,0,59.4,False,False,1.160079904972643,1.0755126329822
1,3,0,47.0,1,0,7.0,False,True,-0.9210164120780391,-0.8103039535134572
0,3,1,28.0,0,0,22.525,False,True,0.248711374831728,0.13396020331521655
0,3,1,,8,2,69.55,False,True,1.301056967279966,1.2441352573204045
0,3,1,,0,0,7.75,True,False,-0.8182759287916075,-0.7354212698040541
0,3,1,2.0,3,1,21.075,False,True,0.1836307295993545,0.07494119697430537
0,3,0,19.0,1,0,16.1,False,True,-0.08239959100853853,-0.15710190119073292
0,3,1,,0,0,8.05,False,True,-0.7798964388723738,-0.7071411011359738
0,2,0,44.0,1,0,26.0,False,True,0.38804817777044526,0.2635453954678998
0,1,1,33.0,0,0,26.55,False,True,0.4082601262256728,0.282722041870963
0,3,1,59.0,0,0,7.25,False,True,-0.8856185248373031,-0.7846351758799197
1,1,1,25.0,1,0,91.0792,False,False,1.5370489413403077,1.5432418918715634
0,3,1,20.0,0,0,9.8458,False,True,-0.5763139495943169,-0.5540607388028979
1,1,0,62.0,0,0,80.0,False,True,1.4243436054640697,1.3976516983861966
0,2,1,26.0,0,0,10.5,False,True,-0.5113347713172006,-0.5040270078634657
1,3,1,21.0,0,0,7.7958,False,True,-0.8123226859780963,-0.7310458761922362
0,3,1,,0,0,7.225,False,False,-0.8891041926804606,-0.7871687945458433
0,3,1,23.0,0,0,7.8958,False,True,-0.7994434635566813,-0.7215660573309575
0,1,1,30.0,1,2,151.55,False,True,1.9652347497510785,2.1473449190131433
1,1,0,,1,0,89.1042,False,False,1.5181025206026701,1.518404321436122
0,3,1,37.0,2,0,7.925,False,True,-0.7957131275340771,-0.7188166970476618
1,2,0,36.0,0,0,13.0,False,True,-0.29623739617250894,-0.3338802823381029
1,1,1,48.0,1,0,52.0,False,True,1.0395164204045633,0.9368158907020497
0,3,1,18.0,0,0,8.6625,False,True,-0.7057591524054424,-0.652010253631771
0,3,0,,0,0,8.1125,False,True,-0.7720790815222432,-0.701359473381871
0,3,1,,0,0,8.05,False,True,-0.7798964388723738,-0.7071411011359738
1,3,0,63.0,0,0,9.5875,False,True,-0.6031818234185501,-0.5745758992523377
0,3,1,27.0,0,0,7.8542,False,True,-0.8047815353602865,-0.7254975234690264
0,3,1,33.0,0,0,7.775,False,True,-0.815022052328976,-0.7330303104164417
0,3,1,24.0,1,0,16.1,False,True,-0.08239959100853853,-0.15710190119073292
0,1,1,18.0,1,0,108.9,False,False,1.6899127412594666,1.7492403746711411
1,3,0,5.0,4,2,31.3875,False,True,0.568734451308944,0.4385717553745583
0,1,1,23.0,0,0,93.5,False,True,1.5596638781187349,1.5730849676668341
0,1,1,29.0,1,0,66.6,False,True,1.2625387636713685,1.1973492978124163
0,3,1,,1,0,19.9667,False,True,0.13058997995411875,0.027519950999984305
0,2,0,29.0,1,0,26.0,False,True,0.38804817777044526,0.2635453954678998
0,3,1,,2,0,21.6792,False,False,0.2113115672430558,0.09993003644406447
0,3,1,28.0,1,0,15.85,False,True,-0.09797933802915482,-0.17025974581248504
1,2,1,1.0,2,1,39.0,False,True,0.773758027571881,0.6475851600346456
0,2,1,21.0,1,0,11.5,False,True,-0.41957122030350225,-0.43231842756241834
1,3,0,,0,2,22.3583,False,False,0.24145992591074503,0.12733782696041807
1,3,0,35.0,1,1,20.25,False,True,0.14444014012927073,0.03984492665266077
0,3,0,,1,9,69.55,False,True,1.301056967279966,1.2441352573204045
1,1,1,28.0,0,0,35.5,False,True,0.6854337647815972,0.5561187968967581
1,2,1,42.0,0,0,13.0,False,True,-0.29623739617250894,-0.3338802823381029
1,1,0,47.0,1,0,61.175,False,True,1.1865562925607394,1.106638916250123
0,3,1,19.0,0,0,7.8958,False,True,-0.7994434635566813,-0.7215660573309575
1,3,1,20.0,1,1,15.7417,False,False,-0.10480859298754387,-0.17601310021092553
1,2,1,26.0,1,1,29.0,False,True,0.49314062728364694,0.3643470595901096
0,1,1,,0,0,227.525,False,False,2.290731731816094,2.668968877998221
0,3,0,17.0,0,0,14.4583,False,False,-0.1896958451073901,-0.2468147883447004
1,1,0,28.0,3,2,263.0,False,True,2.4033728332110105,2.8639871109119355
1,3,1,25.0,0,0,7.7958,False,True,-0.8123226859780963,-0.7310458761922362
1,3,1,32.0,0,0,7.775,False,True,-0.815022052328976,-0.7330303104164417
0,2,1,41.0,0,0,13.0,False,True,-0.29623739617250894,-0.3338802823381029
1,2,0,31.0,0,0,21.0,False,True,0.18013589867980856,0.07179807958817004
0,3,1,16.0,1,3,34.375,False,True,0.6550239589600263,0.5251326577717211
0,1,1,37.0,1,0,53.1,False,True,1.0585848563353562,0.9584270646109714
1,1,1,34.0,0,0,26.55,False,True,0.4082601262256728,0.282722041870963
0,3,1,,0,0,7.75,True,False,-0.8182759287916075,-0.7354212698040541
0,1,1,45.0,1,0,83.475,False,True,1.4614542613631967,1.445022334773699
0,3,1,36.0,0,0,7.4958,False,True,-0.8519613009216992,-0.7601021314229152
0,3,1,,0,0,8.05,False,True,-0.7798964388723738,-0.7071411011359738
1,2,1,24.0,0,0,10.5,False,True,-0.5113347713172006,-0.5040270078634657
1,3,0,45.0,1,0,14.1083,False,True,-0.21421358804351084,-0.2670241574266771
0,3,1,49.0,0,0,0.01,False,True,-3.6244124207355193,-3.672942939481026
0,3,1,19.0,0,0,6.75,True,False,-0.9576683294549021,-0.8367429601256897
1,1,0,19.0,0,0,30.0,False,True,0.5255908645038838,0.3960295744432243
1,3,0,14.0,1,0,11.2417,False,False,-0.44246909677269186,-0.45033059675899156
0,1,1,39.0,0,0,0.01,False,True,-3.6244124207355193,-3.672942939481026
1,2,0,41.0,0,1,19.5,False,True,0.10731280407843993,0.006896891583579559
0,3,1,,0,0,6.8583,True,False,-0.9416313769663021,-0.8251917515722338
0,3,1,26.0,0,0,7.775,False,True,-0.815022052328976,-0.7330303104164417
1,3,1,25.0,1,0,7.775,False,True,-0.815022052328976,-0.7330303104164417
1,2,0,45.0,0,2,30.0,False,True,0.5255908645038838,0.3960295744432243
0,3,1,,1,0,7.75,True,False,-0.8182759287916075,-0.7354212698040541
1,1,1,28.0,0,0,26.55,False,True,0.4082601262256728,0.282722041870963
0,2,0,38.0,0,0,13.0,False,True,-0.29623739617250894,-0.3338802823381029
1,2,0,29.0,1,0,26.0,False,True,0.38804817777044526,0.2635453954678998
0,3,1,16.0,2,0,18.0,False,True,0.028297559226824347,-0.06227637160788297
0,2,1,42.0,0,0,13.0,False,True,-0.29623739617250894,-0.3338802823381029
1,2,0,20.0,1,0,26.0,False,True,0.38804817777044526,0.2635453954678998
0,3,1,45.0,0,0,6.975,False,True,-0.9246238022305063,-0.812912362145372
1,1,0,24.0,0,0,83.1583,False,False,1.4581431609404951,1.4407734408497437
0,2,1,41.0,0,0,15.0458,False,False,-0.14989934661951493,-0.21378438864081764
1,2,0,33.0,0,2,26.0,False,True,0.38804817777044526,0.2635453954678998
1,2,1,34.0,0,0,13.0,False,True,-0.29623739617250894,-0.3338802823381029
0,1,1,60.0,0,0,26.55,False,True,0.4082601262256728,0.282722041870963
1,3,0,18.0,0,1,9.35,False,True,-0.6285383705469406,-0.5938467375692813
0,1,0,25.0,1,2,151.55,False,True,1.9652347497510785,2.1473449190131433
1,1,1,54.0,1,0,55.4417,False,False,1.0977782522335806,1.0032267458863229
1,3,1,,1,1,22.3583,False,False,0.24145992591074503,0.12733782696041807
0,3,1,27.0,0,0,8.6625,False,True,-0.7057591524054424,-0.652010253631771
0,3,1,36.0,1,1,24.15,False,True,0.3165363814610159,0.196476682215996
1,1,1,36.0,1,2,120.0,False,True,1.771765852698387,1.863817790216485
1,2,0,34.0,1,1,32.5,False,True,0.6018658530545208,0.4715720090086834
1,2,0,28.0,0,0,12.65,False,True,-0.3236526089291256,-0.355973718948968
0,3,1,,1,0,15.5,True,False,-0.12022896852925917,-0.18897231431791395
0,2,1,,0,0,0.01,False,True,-3.6244124207355193,-3.672942939481026
0,2,0,22.0,0,0,21.0,False,True,0.18013589867980856,0.07179807958817004
1,3,0,,0,0,15.5,True,False,-0.12022896852925917,-0.18897231431791395
0,3,0,29.0,0,0,7.925,False,True,-0.7957131275340771,-0.7188166970476618
0,3,1,24.0,0,0,7.7958,False,True,-0.8123226859780963,-0.7310458761922362
0,3,1,,0,0,8.05,False,True,-0.7798964388723738,-0.7071411011359738
0,3,1,32.0,0,0,7.75,True,False,-0.8182759287916075,-0.7354212698040541
0,3,1,23.5,0,0,7.2292,False,False,-0.8885177764761778,-0.7867426400797148
0,2,1,39.0,0,0,13.0,False,True,-0.29623739617250894,-0.3338802823381029
1,2,0,19.0,0,0,26.0,False,True,0.38804817777044526,0.2635453954678998
0,3,1,24.0,0,0,7.25,True,False,-0.8856185248373031,-0.7846351758799197
0,3,0,,1,2,23.45,False,True,0.28793594115765625,0.1699869843321691
1,1,0,26.0,0,0,78.85,False,True,1.4116703851748866,1.3815999077565655
0,3,1,21.0,0,0,7.225,False,False,-0.8891041926804606,-0.7871687945458433
0,3,0,9.0,1,1,15.2458,False,False,-0.1367206623754189,-0.20278344329098308
1,2,0,24.0,2,3,18.75,False,True,0.06864084584256731,-0.02711711708942291
0,3,1,28.0,2,0,7.925,False,True,-0.7957131275340771,-0.7188166970476618
0,3,1,,0,0,24.15,True,False,0.3165363814610159,0.196476682215996
0,3,1,33.0,0,0,7.8958,False,False,-0.7994434635566813,-0.7215660573309575
0,1,1,61.0,0,0,33.5,False,True,0.6306175239876493,0.5004466907939528
0,3,1,21.0,0,0,7.8542,False,True,-0.8047815353602865,-0.7254975234690264
0,3,1,,0,0,7.8958,False,True,-0.7994434635566813,-0.7215660573309575
1,3,1,,0,0,56.4958,False,True,1.114833821867543,1.0228835151386646
1,2,0,50.0,0,0,10.5,False,True,-0.5113347713172006,-0.5040270078634657
1,1,0,35.0,1,0,52.0,False,True,1.0395164204045633,0.9368158907020497
0,3,0,18.0,1,0,17.8,False,True,0.017239291822549227,-0.07185667541100518
0,3,0,45.0,0,1,14.4542,False,False,-0.1899794613200189,-0.24704917146684974
1,2,1,32.0,1,0,26.0,False,True,0.38804817777044526,0.2635453954678998
1,1,0,,0,0,27.7208,False,False,0.44982840027189047,0.322473311729319
0,3,0,,8,2,69.55,False,True,1.301056967279966,1.2441352573204045
0,3,1,,0,0,8.05,False,True,-0.7798964388723738,-0.7071411011359738
0,1,1,17.0,0,0,47.1,False,True,0.9488622702855892,0.8356894226029201
0,2,0,57.0,0,0,10.5,False,True,-0.5113347713172006,-0.5040270078634657
